Task Description,Category,Skill,ID recurso asignado,éxito estimado
Prepare technical guides,documentation,readthedocs,29,36.85
Document code for open-source project,documentation,technical writing,125,16.53
Write API documentation,documentation,readthedocs,144,45.36
Write release notes,documentation,readthedocs,90,41.38
Write release notes,documentation,api documentation,33,18.67
Document code for open-source project,documentation,markdown,207,37.88
Maintain project wiki,documentation,user manuals,208,50.89
Prepare technical guides,documentation,api documentation,188,22.38
Create user manuals,documentation,readthedocs,14,23.87
Implement a landing page,frontend,bootstrap,32,35.94
Improve website accessibility,frontend,javascript,274,35.78
Create a responsive website,frontend,foundation,115,34.59
Implement a landing page,frontend,typescript,247,15.83
Develop a mobile-first UI,frontend,materialize,130,47.69
Develop a mobile-first UI,frontend,angular,187,36.89
Improve website accessibility,frontend,vue,167,17.74
Improve website accessibility,frontend,angular,44,46.57
Improve website accessibility,frontend,typescript,38,15.38
Create a responsive website,frontend,sass,45,32.83
Implement a landing page,frontend,user-friendly,190,5.27
Create a responsive website,frontend,UI,225,15.75
Implement a landing page,frontend,jquery,299,48.24
Implement a landing page,frontend,redux,47,22.55
Optimize web performance,frontend,user-friendly,24,42.71
Optimize web performance,frontend,ember.js,226,21.05
Create a responsive website,frontend,vue,258,23.76
Improve website accessibility,frontend,sass,177,35.78
Optimize web performance,frontend,typescript,73,20.12
Implement a landing page,frontend,UX,40,42.56
Create a responsive website,frontend,UX,59,9.04
Create a responsive website,frontend,sass,12,14.75
Design a user-friendly interface,frontend,jquery,221,14.57
Develop a mobile-first UI,frontend,UI,231,40.99
Optimize web performance,frontend,UX,276,32.83
Implement a landing page,frontend,html,236,9.29
Improve website accessibility,frontend,UI,183,27.77
Implement a landing page,frontend,javascript,5,20.45
Improve website accessibility,frontend,foundation,12,14.75
Improve website accessibility,frontend,react,12,14.75
Create a responsive website,frontend,materialize,117,35.1
Improve website accessibility,frontend,css,8,28.15
Implement a landing page,frontend,UI,262,38.58
Optimize web performance,frontend,react,69,7.6
Improve website accessibility,frontend,user-friendly,84,5.88
Optimize web performance,frontend,html,105,16.77
Create a responsive website,frontend,redux,51,24.63
Develop a mobile-first UI,frontend,sass,63,32.31
Implement a landing page,frontend,UI,170,21.41
Design a user-friendly interface,frontend,UX,107,31.92
Improve website accessibility,frontend,UX,118,45.83
Implement a landing page,frontend,react,261,31.19
Design a user-friendly interface,frontend,jquery,200,19.18
Optimize web performance,frontend,foundation,187,36.89
Develop a mobile-first UI,frontend,materialize,114,26.39
Improve website accessibility,frontend,react,115,34.59
Design a user-friendly interface,frontend,javascript,18,10.5
Develop a mobile-first UI,frontend,user-friendly,128,31.98
Design a user-friendly interface,frontend,angular,290,28.42
Optimize web performance,frontend,UI,273,29.98
Optimize web performance,frontend,sass,102,26.1
Develop a mobile-first UI,frontend,materialize,32,35.94
Create a responsive website,frontend,materialize,267,47.25
Improve website accessibility,frontend,bootstrap,140,16.06
Improve website accessibility,frontend,UI,258,23.76
Design a user-friendly interface,frontend,redux,194,39.54
Improve website accessibility,frontend,javascript,291,15.65
Design a user-friendly interface,frontend,bootstrap,116,32.91
Design a user-friendly interface,frontend,vue,300,33.83
Optimize web performance,frontend,materialize,90,41.38
Improve website accessibility,frontend,jquery,80,29.38
Optimize web performance,frontend,html,118,45.83
Implement a landing page,frontend,javascript,297,10.78
Create a responsive website,frontend,ember.js,198,26.39
Optimize web performance,frontend,react,29,37.36
Develop a mobile-first UI,frontend,materialize,217,21.81
Implement a landing page,frontend,css,287,22.43
Improve website accessibility,frontend,html,126,32.71
Design a user-friendly interface,frontend,typescript,20,26.95
Improve website accessibility,frontend,user-friendly,75,30.67
Design a user-friendly interface,frontend,jquery,138,18.92
Develop a mobile-first UI,frontend,css,75,30.67
Implement a landing page,frontend,UX,296,18.03
Develop a mobile-first UI,frontend,sass,161,33.25
Improve website accessibility,frontend,foundation,195,37.0
Create a responsive website,frontend,ember.js,172,23.67
Improve website accessibility,frontend,materialize,242,30.57
Create a responsive website,frontend,redux,51,24.63
Implement a landing page,frontend,jquery,256,44.19
Create a responsive website,frontend,UX,65,22.1
Optimize web performance,frontend,angular,96,26.71
Implement a landing page,frontend,ember.js,95,26.75
Improve website accessibility,frontend,javascript,169,32.71
Optimize web performance,frontend,vue,238,31.66
Create a responsive website,frontend,bootstrap,210,23.47
Create a responsive website,frontend,redux,103,18.77
Implement a landing page,frontend,jquery,197,41.73
Create a responsive website,frontend,foundation,179,24.71
Design a user-friendly interface,frontend,materialize,38,15.38
Develop a mobile-first UI,frontend,foundation,122,38.17
Improve website accessibility,frontend,javascript,277,23.98
Optimize web performance,frontend,redux,147,37.2
Create a responsive website,frontend,foundation,103,18.77
Optimize web performance,frontend,angular,64,5.61
Implement a landing page,frontend,react,227,17.6
Design a user-friendly interface,frontend,vue,6,45.9
Design a user-friendly interface,frontend,sass,61,31.56
Create a responsive website,frontend,UI,264,6.19
Develop a mobile-first UI,frontend,user-friendly,3,28.08
Improve website accessibility,frontend,ember.js,117,35.1
Implement a landing page,frontend,UI,73,20.12
Develop a mobile-first UI,frontend,html,9,17.42
Optimize web performance,frontend,ember.js,87,34.09
Create a responsive website,frontend,typescript,57,21.4
Optimize web performance,frontend,html,101,40.31
Design a user-friendly interface,frontend,javascript,129,26.69
Create a responsive website,frontend,ember.js,291,15.65
Optimize web performance,frontend,javascript,152,33.47
Create a responsive website,frontend,materialize,295,31.27
Create a responsive website,frontend,redux,207,37.88
Develop a mobile-first UI,frontend,UI,60,20.1
Create a responsive website,frontend,javascript,7,20.53
Implement a landing page,frontend,redux,30,14.23
Design a user-friendly interface,frontend,css,189,37.18
Optimize web performance,frontend,materialize,16,19.74
Improve website accessibility,frontend,react,253,24.56
Optimize web performance,frontend,css,20,26.95
Create a responsive website,frontend,react,236,9.29
Implement a landing page,frontend,javascript,100,20.45
Implement a landing page,frontend,jquery,222,13.34
Develop a mobile-first UI,frontend,typescript,167,17.74
Implement a landing page,frontend,css,207,37.88
Create a responsive website,frontend,typescript,104,24.95
Optimize web performance,frontend,html,294,44.83
Improve website accessibility,frontend,vue,12,14.75
Design a user-friendly interface,frontend,UI,176,37.14
Design a user-friendly interface,frontend,sass,171,50.55
Design a user-friendly interface,frontend,materialize,36,44.76
Optimize web performance,frontend,UX,218,34.55
Implement a landing page,frontend,user-friendly,142,17.0
Implement a landing page,frontend,materialize,227,17.6
Design a user-friendly interface,frontend,sass,89,37.04
Improve website accessibility,frontend,html,177,35.78
Create a responsive website,frontend,javascript,130,47.69
Optimize web performance,frontend,angular,271,41.48
Improve website accessibility,frontend,redux,214,35.29
Design a user-friendly interface,frontend,foundation,12,14.75
Improve website accessibility,frontend,css,90,41.38
Implement a landing page,frontend,sass,92,33.91
Create a responsive website,frontend,ember.js,265,27.56
Design a user-friendly interface,frontend,css,82,30.83
Implement a landing page,frontend,css,248,21.86
Optimize web performance,frontend,sass,143,16.9
Improve website accessibility,frontend,UI,252,44.72
Implement a landing page,frontend,jquery,111,37.58
Create a responsive website,frontend,vue,247,15.83
Create a responsive website,frontend,UI,93,38.9
Design a user-friendly interface,frontend,angular,62,37.36
Optimize web performance,frontend,vue,89,37.04
Improve website accessibility,frontend,typescript,105,16.77
Improve website accessibility,frontend,javascript,298,48.24
Implement a landing page,frontend,html,280,31.63
Develop a mobile-first UI,frontend,ember.js,299,48.24
Design a user-friendly interface,frontend,foundation,223,32.7
Optimize web performance,frontend,bootstrap,269,46.51
Optimize web performance,frontend,javascript,122,38.17
Create a responsive website,frontend,sass,77,46.84
Optimize web performance,frontend,user-friendly,33,18.67
Create a responsive website,frontend,foundation,205,27.83
Design a user-friendly interface,frontend,ember.js,154,21.41
Improve website accessibility,frontend,ember.js,191,41.6
Implement a landing page,frontend,typescript,98,33.38
Optimize web performance,frontend,ember.js,5,20.45
Implement a landing page,frontend,jquery,117,35.1
Optimize web performance,frontend,ember.js,208,50.89
Create a responsive website,frontend,user-friendly,183,27.77
Implement a landing page,frontend,css,74,50.76
Optimize web performance,frontend,react,33,18.67
Create a responsive website,frontend,bootstrap,155,30.3
Optimize web performance,frontend,bootstrap,229,15.66
Develop a mobile-first UI,frontend,UX,143,16.9
Optimize web performance,frontend,sass,49,22.32
Optimize web performance,frontend,vue,34,36.89
Implement a landing page,frontend,vue,99,25.32
Optimize web performance,frontend,css,87,34.09
Optimize web performance,frontend,bootstrap,196,28.19
Optimize web performance,frontend,bootstrap,224,28.64
Create a responsive website,frontend,vue,111,37.58
Optimize web performance,frontend,foundation,65,22.1
Implement a landing page,frontend,bootstrap,266,43.94
Develop a mobile-first UI,frontend,vue,68,25.15
Optimize web performance,frontend,user-friendly,98,33.38
Implement a landing page,frontend,materialize,183,27.77
Develop a mobile-first UI,frontend,foundation,208,50.89
Design a user-friendly interface,frontend,typescript,104,24.95
Design a user-friendly interface,frontend,user-friendly,44,46.57
Implement a landing page,frontend,html,236,9.29
Optimize web performance,frontend,angular,67,18.03
Design a user-friendly interface,frontend,sass,73,20.12
Optimize web performance,frontend,css,279,21.33
Implement a landing page,frontend,javascript,244,40.22
Design a user-friendly interface,frontend,foundation,247,15.83
Optimize web performance,frontend,vue,255,42.26
Improve website accessibility,frontend,user-friendly,239,20.69
Develop a mobile-first UI,frontend,html,175,37.44
Design a user-friendly interface,frontend,materialize,29,36.42
Implement a landing page,frontend,typescript,44,46.57
Optimize web performance,frontend,sass,150,13.11
Design a user-friendly interface,frontend,UX,19,27.94
Develop a mobile-first UI,frontend,redux,151,33.16
Create a responsive website,frontend,javascript,34,36.89
Improve website accessibility,frontend,angular,112,14.87
Implement a landing page,frontend,ember.js,124,37.13
Optimize web performance,frontend,ember.js,276,32.83
Implement a landing page,frontend,UI,166,27.07
Improve website accessibility,frontend,react,5,20.45
Develop a mobile-first UI,frontend,user-friendly,44,46.57
Develop a mobile-first UI,frontend,user-friendly,254,38.14
Create a responsive website,frontend,redux,112,14.87
Implement a landing page,frontend,UX,63,32.31
Design a user-friendly interface,frontend,react,150,13.11
Design a user-friendly interface,frontend,sass,61,31.56
Improve website accessibility,frontend,user-friendly,51,24.63
Improve website accessibility,frontend,sass,99,25.32
Optimize web performance,frontend,redux,149,32.53
Develop a mobile-first UI,frontend,ember.js,134,35.05
Develop a mobile-first UI,frontend,css,261,31.19
Implement a landing page,frontend,redux,105,16.77
Improve website accessibility,frontend,sass,206,45.48
Develop a mobile-first UI,frontend,css,258,23.76
Improve website accessibility,frontend,typescript,157,28.53
Create a responsive website,frontend,angular,144,45.36
Implement a landing page,frontend,user-friendly,52,37.06
Optimize web performance,frontend,foundation,289,39.26
Develop a mobile-first UI,frontend,user-friendly,111,37.58
Design a user-friendly interface,frontend,jquery,73,20.12
Improve website accessibility,frontend,ember.js,121,29.09
Optimize web performance,frontend,UX,30,14.23
Design a user-friendly interface,frontend,redux,174,32.16
Design a user-friendly interface,frontend,angular,147,37.2
Create a responsive website,frontend,javascript,193,29.09
Design a user-friendly interface,frontend,angular,94,15.14
Implement a landing page,frontend,ember.js,159,15.54
Optimize web performance,frontend,foundation,137,29.42
Design a user-friendly interface,frontend,user-friendly,101,40.31
Develop a mobile-first UI,frontend,materialize,161,33.25
Create a responsive website,frontend,jquery,165,14.83
Improve website accessibility,frontend,typescript,157,28.53
Create a responsive website,frontend,jquery,252,44.72
Implement a landing page,frontend,user-friendly,42,33.39
Design a user-friendly interface,frontend,angular,116,32.91
Optimize web performance,frontend,foundation,166,27.07
Develop a mobile-first UI,frontend,jquery,124,37.13
Improve website accessibility,frontend,materialize,15,20.69
Optimize web performance,frontend,materialize,58,31.56
Improve website accessibility,frontend,react,19,27.94
Create a responsive website,frontend,css,18,10.5
Improve website accessibility,frontend,react,192,37.48
Implement a landing page,frontend,jquery,232,15.41
Create a responsive website,frontend,typescript,243,11.43
Develop a mobile-first UI,frontend,javascript,280,31.63
Design a user-friendly interface,frontend,redux,192,37.48
Implement a landing page,frontend,html,293,36.69
Implement a landing page,frontend,redux,171,50.55
Improve website accessibility,frontend,vue,98,33.38
Create a responsive website,frontend,html,184,37.24
Optimize web performance,frontend,materialize,57,21.4
Design a user-friendly interface,frontend,jquery,279,21.33
Implement a landing page,frontend,jquery,200,19.18
Implement a landing page,frontend,materialize,84,5.88
Create a responsive website,frontend,jquery,283,40.32
Optimize web performance,frontend,ember.js,300,33.83
Optimize web performance,frontend,angular,124,37.13
Design a user-friendly interface,frontend,typescript,3,28.08
Create a responsive website,frontend,ember.js,147,37.2
Optimize web performance,frontend,materialize,236,9.29
Create a responsive website,frontend,UX,127,29.46
Implement a landing page,frontend,UX,265,27.56
Improve website accessibility,frontend,html,190,5.27
Create a responsive website,frontend,bootstrap,40,42.56
Implement a landing page,frontend,angular,188,22.38
Create a responsive website,frontend,react,192,37.48
Create a responsive website,frontend,user-friendly,62,37.36
Design a user-friendly interface,frontend,sass,194,39.54
Develop a mobile-first UI,frontend,typescript,66,22.67
Create a responsive website,frontend,jquery,163,43.11
Create a responsive website,frontend,user-friendly,255,42.26
Improve website accessibility,frontend,UX,151,33.16
Design a user-friendly interface,frontend,UX,43,11.73
Improve website accessibility,frontend,vue,283,40.32
Design a user-friendly interface,frontend,html,30,14.23
Implement a landing page,frontend,redux,63,32.31
Design a user-friendly interface,frontend,angular,298,48.24
Develop a mobile-first UI,frontend,vue,255,42.26
Optimize web performance,frontend,user-friendly,202,21.66
Optimize web performance,frontend,foundation,251,33.14
Create a responsive website,frontend,bootstrap,263,24.36
Design a user-friendly interface,frontend,jquery,115,34.59
Design a user-friendly interface,frontend,user-friendly,36,44.76
Design a user-friendly interface,frontend,typescript,20,26.95
Implement a landing page,frontend,UI,208,50.89
Develop a mobile-first UI,frontend,angular,192,37.48
Implement a landing page,frontend,redux,249,21.28
Design a user-friendly interface,frontend,css,267,47.25
Develop a mobile-first UI,frontend,angular,109,36.41
Implement a landing page,frontend,ember.js,259,35.67
Develop a mobile-first UI,frontend,ember.js,130,47.69
Optimize web performance,frontend,materialize,297,10.78
Improve website accessibility,frontend,UX,141,16.34
Design a user-friendly interface,frontend,ember.js,205,27.83
Optimize web performance,frontend,foundation,202,21.66
Design a user-friendly interface,frontend,redux,81,45.49
Implement a landing page,frontend,css,39,12.01
Design a user-friendly interface,frontend,typescript,197,41.73
Optimize web performance,frontend,vue,82,30.83
Create a responsive website,frontend,jquery,32,35.94
Develop a mobile-first UI,frontend,materialize,97,14.69
Create a responsive website,frontend,sass,267,47.25
Implement a landing page,frontend,vue,109,36.41
Design a user-friendly interface,frontend,jquery,92,33.91
Optimize web performance,frontend,bootstrap,286,10.91
Optimize web performance,frontend,css,86,29.6
Create a responsive website,frontend,UI,43,11.73
Design a user-friendly interface,frontend,ember.js,124,37.13
Improve website accessibility,frontend,vue,65,22.1
Create a responsive website,frontend,vue,81,45.49
Improve website accessibility,frontend,UX,80,29.38
Improve website accessibility,frontend,sass,136,30.81
Develop a mobile-first UI,frontend,typescript,195,37.0
Optimize web performance,frontend,bootstrap,188,22.38
Create a responsive website,frontend,angular,183,27.77
Design a user-friendly interface,frontend,UI,288,22.53
Develop a mobile-first UI,frontend,angular,297,10.78
Create a responsive website,frontend,redux,235,20.82
Implement a landing page,frontend,UX,157,28.53
Optimize web performance,frontend,sass,83,41.78
Design a user-friendly interface,frontend,UI,41,31.24
Develop a mobile-first UI,frontend,UX,4,35.03
Implement a landing page,frontend,foundation,137,29.42
Implement a landing page,frontend,sass,37,38.58
Create a responsive website,frontend,materialize,184,37.24
Design a user-friendly interface,frontend,typescript,240,37.84
Design a user-friendly interface,frontend,vue,172,23.67
Create a responsive website,frontend,bootstrap,260,47.95
Implement a landing page,frontend,redux,295,31.27
Design a user-friendly interface,frontend,css,228,38.74
Implement a landing page,frontend,materialize,6,45.9
Optimize web performance,frontend,bootstrap,282,18.47
Implement a landing page,frontend,foundation,247,15.83
Optimize web performance,frontend,materialize,209,31.97
Improve website accessibility,frontend,foundation,180,23.32
Optimize web performance,frontend,jquery,251,33.14
Develop a mobile-first UI,frontend,foundation,41,31.24
Create a responsive website,frontend,sass,139,37.6
Create a responsive website,frontend,bootstrap,241,29.01
Implement a landing page,frontend,jquery,115,34.59
Optimize web performance,frontend,vue,87,34.09
Design a user-friendly interface,frontend,angular,175,37.44
Create a responsive website,frontend,ember.js,266,43.94
Implement a landing page,frontend,javascript,189,37.18
Create a responsive website,frontend,css,132,41.71
Improve website accessibility,frontend,typescript,101,40.31
Design a user-friendly interface,frontend,react,106,33.03
Design a user-friendly interface,frontend,UI,284,9.67
Implement a landing page,frontend,react,79,24.46
Design a user-friendly interface,frontend,UX,3,28.08
Optimize web performance,frontend,typescript,179,24.71
Design a user-friendly interface,frontend,vue,158,34.17
Implement a landing page,frontend,jquery,135,17.52
Develop a mobile-first UI,frontend,bootstrap,7,20.53
Design a user-friendly interface,frontend,vue,244,40.22
Improve website accessibility,frontend,html,267,47.25
Optimize web performance,frontend,bootstrap,189,37.18
Improve website accessibility,frontend,materialize,144,45.36
Implement a landing page,frontend,bootstrap,287,22.43
Develop a mobile-first UI,frontend,foundation,223,32.7
Implement a landing page,frontend,UX,228,38.74
Improve website accessibility,frontend,bootstrap,26,43.48
Implement a landing page,frontend,UI,258,23.76
Develop a mobile-first UI,frontend,react,151,33.16
Design a user-friendly interface,frontend,html,104,24.95
Improve website accessibility,frontend,vue,165,14.83
Develop a mobile-first UI,frontend,materialize,230,25.4
Optimize web performance,frontend,css,75,30.67
Implement a landing page,frontend,react,3,28.08
Improve website accessibility,frontend,javascript,294,44.83
Create a responsive website,frontend,ember.js,154,21.41
Improve website accessibility,frontend,foundation,290,28.42
Improve website accessibility,frontend,jquery,71,43.61
Implement a landing page,frontend,sass,20,26.95
Develop a mobile-first UI,frontend,foundation,102,26.1
Implement a landing page,frontend,user-friendly,189,37.18
Design a user-friendly interface,frontend,redux,67,18.03
Design a user-friendly interface,frontend,redux,219,26.61
Create a responsive website,frontend,ember.js,67,18.03
Design a user-friendly interface,frontend,redux,89,37.04
Design a user-friendly interface,frontend,vue,180,23.32
Develop a mobile-first UI,frontend,html,288,22.53
Implement a landing page,frontend,redux,164,40.53
Create a responsive website,frontend,typescript,197,41.73
Design a user-friendly interface,frontend,UI,59,9.04
Improve website accessibility,frontend,jquery,243,11.43
Create a responsive website,frontend,sass,5,20.45
Design a user-friendly interface,frontend,vue,115,34.59
Optimize web performance,frontend,materialize,263,24.36
Create a responsive website,frontend,sass,224,28.64
Optimize web performance,frontend,foundation,192,37.48
Implement a landing page,frontend,vue,134,35.05
Optimize web performance,frontend,html,192,37.48
Create a responsive website,frontend,foundation,62,37.36
Create a responsive website,frontend,redux,130,47.69
Optimize web performance,frontend,typescript,194,39.54
Design a user-friendly interface,frontend,javascript,171,50.55
Develop a mobile-first UI,frontend,react,57,21.4
Optimize web performance,frontend,foundation,180,23.32
Develop a mobile-first UI,frontend,ember.js,242,30.57
Implement a landing page,frontend,vue,262,38.58
Develop a mobile-first UI,frontend,css,58,31.56
Optimize web performance,frontend,sass,74,50.76
Develop a mobile-first UI,frontend,typescript,2,44.9
Optimize web performance,frontend,materialize,102,26.1
Develop a mobile-first UI,frontend,css,190,5.27
Optimize web performance,frontend,react,163,43.11
Create a responsive website,frontend,sass,199,26.75
Design a user-friendly interface,frontend,redux,225,15.75
Improve website accessibility,frontend,angular,206,45.48
Create a responsive website,frontend,typescript,178,38.54
Create a responsive website,frontend,react,109,36.41
Develop a mobile-first UI,frontend,user-friendly,163,43.11
Implement a landing page,frontend,jquery,42,33.39
Create a responsive website,frontend,javascript,211,47.71
Implement a landing page,frontend,foundation,156,36.67
Develop a mobile-first UI,frontend,user-friendly,225,15.75
Implement a landing page,frontend,react,192,37.48
Improve website accessibility,frontend,user-friendly,246,25.73
Improve website accessibility,frontend,typescript,10,28.22
Optimize web performance,frontend,vue,120,39.52
Optimize web performance,frontend,ember.js,288,22.53
Develop a mobile-first UI,frontend,ember.js,88,6.28
Develop a mobile-first UI,frontend,ember.js,18,10.5
Improve website accessibility,frontend,ember.js,150,13.11
Create a responsive website,frontend,foundation,133,35.47
Optimize web performance,frontend,vue,79,24.46
Develop a mobile-first UI,frontend,javascript,90,41.38
Develop a mobile-first UI,frontend,jquery,118,45.83
Design a user-friendly interface,frontend,typescript,144,45.36
Implement a landing page,frontend,sass,7,20.53
Create a responsive website,frontend,bootstrap,164,40.53
Implement a landing page,frontend,jquery,196,28.19
Develop a mobile-first UI,frontend,bootstrap,271,41.48
Improve website accessibility,frontend,vue,198,26.39
Design a user-friendly interface,frontend,UX,57,21.4
Optimize web performance,frontend,redux,221,14.57
Improve website accessibility,frontend,typescript,172,23.67
Optimize web performance,frontend,angular,188,22.38
Create a responsive website,frontend,jquery,107,31.92
Optimize web performance,frontend,sass,223,32.7
Improve website accessibility,frontend,UI,24,42.71
Create a responsive website,frontend,foundation,187,36.89
Implement a landing page,frontend,css,3,28.08
Design a user-friendly interface,frontend,user-friendly,117,35.1
Optimize web performance,frontend,bootstrap,275,22.02
Develop a mobile-first UI,frontend,javascript,190,5.27
Develop a mobile-first UI,frontend,UI,231,40.99
Create a responsive website,frontend,user-friendly,71,43.61
Implement a landing page,frontend,ember.js,81,45.49
Improve website accessibility,frontend,UI,121,29.09
Create a responsive website,frontend,jquery,21,43.91
Optimize web performance,frontend,jquery,185,34.98
Improve website accessibility,frontend,UX,217,21.81
Design a user-friendly interface,frontend,javascript,112,14.87
Create a responsive website,frontend,UI,76,12.31
Create a responsive website,frontend,sass,247,15.83
Develop a mobile-first UI,frontend,sass,233,39.85
Develop a mobile-first UI,frontend,user-friendly,228,38.74
Improve website accessibility,frontend,ember.js,213,21.8
Create a responsive website,frontend,vue,232,15.41
Improve website accessibility,frontend,UX,168,20.0
Develop a mobile-first UI,frontend,redux,89,37.04
Optimize web performance,frontend,materialize,284,9.67
Create a responsive website,frontend,bootstrap,198,26.39
Improve website accessibility,frontend,jquery,36,44.76
Implement a landing page,frontend,css,126,32.71
Implement a landing page,frontend,angular,259,35.67
Improve website accessibility,frontend,user-friendly,120,39.52
Create a responsive website,frontend,vue,116,32.91
Create a responsive website,frontend,react,226,21.05
Create a responsive website,frontend,angular,116,32.91
Implement a landing page,frontend,angular,231,40.99
Develop a mobile-first UI,frontend,redux,137,29.42
Implement a landing page,frontend,jquery,74,50.76
Design a user-friendly interface,frontend,jquery,63,32.31
Design a user-friendly interface,frontend,javascript,116,32.91
Create a responsive website,frontend,foundation,9,17.42
Optimize web performance,frontend,redux,36,44.76
Implement a landing page,frontend,materialize,75,30.67
Develop a mobile-first UI,frontend,UI,289,39.26
Create a responsive website,frontend,vue,292,24.04
Implement a landing page,frontend,bootstrap,74,50.76
Design a user-friendly interface,frontend,UI,90,41.38
Design a user-friendly interface,frontend,ember.js,224,28.64
Implement a landing page,frontend,vue,87,34.09
Develop a mobile-first UI,frontend,bootstrap,233,39.85
Design a user-friendly interface,frontend,materialize,173,17.27
Design a user-friendly interface,frontend,ember.js,201,35.3
Design a user-friendly interface,frontend,typescript,207,37.88
Improve website accessibility,frontend,user-friendly,238,31.66
Design a user-friendly interface,frontend,UI,250,35.12
Develop a mobile-first UI,frontend,react,103,18.77
Design a user-friendly interface,frontend,redux,99,25.32
Implement a landing page,frontend,UX,229,15.66
Improve website accessibility,frontend,html,271,41.48
Develop a mobile-first UI,frontend,UX,34,36.89
Optimize web performance,frontend,user-friendly,189,37.18
Improve website accessibility,frontend,html,266,43.94
Develop a mobile-first UI,frontend,redux,249,21.28
Optimize web performance,frontend,angular,74,50.76
Improve website accessibility,frontend,UI,143,16.9
Optimize web performance,frontend,UX,292,24.04
Optimize web performance,frontend,typescript,114,26.39
Implement a landing page,frontend,vue,187,36.89
Design a user-friendly interface,frontend,jquery,233,39.85
Improve website accessibility,frontend,user-friendly,191,41.6
Improve website accessibility,frontend,javascript,45,32.83
Develop a mobile-first UI,frontend,typescript,115,34.59
Implement a landing page,frontend,vue,117,35.1
Create a responsive website,frontend,sass,30,14.23
Improve website accessibility,frontend,sass,254,38.14
Optimize web performance,frontend,ember.js,98,33.38
Design a user-friendly interface,frontend,bootstrap,193,29.09
Create a responsive website,frontend,bootstrap,54,23.04
Create a responsive website,frontend,bootstrap,284,9.67
Optimize web performance,frontend,react,185,36.31
Improve website accessibility,frontend,sass,237,25.3
Improve website accessibility,frontend,javascript,8,28.15
Create a responsive website,frontend,html,258,23.76
Create a responsive website,frontend,redux,300,33.83
Optimize web performance,frontend,sass,131,36.57
Improve website accessibility,frontend,css,175,37.44
Create a responsive website,frontend,bootstrap,52,37.06
Optimize web performance,frontend,vue,170,21.41
Improve website accessibility,frontend,bootstrap,1,31.62
Design a user-friendly interface,frontend,vue,76,12.31
Improve website accessibility,frontend,javascript,72,43.0
Develop a mobile-first UI,frontend,css,295,31.27
Create a responsive website,frontend,foundation,183,27.77
Optimize web performance,frontend,bootstrap,164,40.53
Create a responsive website,frontend,redux,182,42.82
Improve website accessibility,frontend,sass,41,31.24
Design a user-friendly interface,frontend,typescript,109,36.41
Create a responsive website,frontend,materialize,235,20.82
Develop a mobile-first UI,frontend,typescript,123,34.3
Develop a mobile-first UI,frontend,user-friendly,234,47.13
Improve website accessibility,frontend,html,76,12.31
Create a responsive website,frontend,typescript,249,21.28
Optimize web performance,frontend,vue,88,6.28
Design a user-friendly interface,frontend,angular,262,38.58
Optimize web performance,frontend,materialize,202,21.66
Improve website accessibility,frontend,jquery,48,24.28
Develop a mobile-first UI,frontend,ember.js,202,21.66
Implement a landing page,frontend,redux,217,21.81
Develop a mobile-first UI,frontend,user-friendly,143,16.9
Create a responsive website,frontend,css,103,18.77
Create a responsive website,frontend,jquery,261,31.19
Implement a landing page,frontend,ember.js,286,10.91
Create a responsive website,frontend,materialize,114,26.39
Implement a landing page,frontend,react,208,50.89
Optimize web performance,frontend,ember.js,228,38.74
Create a responsive website,frontend,bootstrap,66,22.67
Create a responsive website,frontend,angular,203,30.99
Optimize web performance,frontend,angular,104,24.95
Design a user-friendly interface,frontend,angular,146,31.98
Implement a landing page,frontend,vue,138,18.92
Improve website accessibility,frontend,jquery,300,33.83
Optimize web performance,frontend,jquery,288,22.53
Create a responsive website,frontend,materialize,191,41.6
Improve website accessibility,frontend,bootstrap,53,32.21
Create a responsive website,frontend,javascript,31,53.73
Optimize web performance,frontend,sass,13,26.23
Develop a mobile-first UI,frontend,javascript,44,46.57
Create a responsive website,frontend,user-friendly,27,20.16
Improve website accessibility,frontend,angular,233,39.85
Optimize web performance,frontend,vue,136,30.81
Optimize web performance,frontend,UI,160,9.19
Design a user-friendly interface,frontend,UX,31,53.73
Design a user-friendly interface,frontend,html,115,34.59
Improve website accessibility,frontend,ember.js,258,23.76
Create a responsive website,frontend,ember.js,247,15.83
Implement a landing page,frontend,html,147,37.2
Improve website accessibility,frontend,react,290,28.42
Develop a mobile-first UI,frontend,javascript,290,28.42
Design a user-friendly interface,frontend,typescript,195,37.0
Develop a mobile-first UI,frontend,UX,30,14.23
Optimize web performance,frontend,user-friendly,44,46.57
Develop a mobile-first UI,frontend,vue,225,15.75
Optimize web performance,frontend,typescript,53,32.21
Optimize web performance,frontend,javascript,144,45.36
Develop a mobile-first UI,frontend,materialize,158,34.17
Create a responsive website,frontend,redux,241,29.01
Create a responsive website,frontend,user-friendly,35,32.06
Optimize web performance,frontend,css,40,42.56
Create a responsive website,frontend,react,151,33.16
Create a responsive website,frontend,jquery,176,37.14
Implement a landing page,frontend,user-friendly,160,9.19
Develop a mobile-first UI,frontend,html,60,20.1
Implement a landing page,frontend,ember.js,196,28.19
Implement a landing page,frontend,jquery,263,24.36
Develop a mobile-first UI,frontend,ember.js,49,22.32
Implement a landing page,frontend,css,67,18.03
Optimize web performance,frontend,UX,152,33.47
Create a responsive website,frontend,typescript,2,44.9
