ID,Experiencia (años),Rendimiento personal,Soft skills,Carga de trabajo,Habilidades técnicas
195,11,3.48,8.52,0.48,"{'go': 0.64, 'terraform': 3.73, 'RNN': 2.81, 'Apache Flink': 1.49, 'NetworkX': 8.51, 'FaceNet': 1.95, 'aws': 3.56, 'Sketch': 3.67, 'cypress': 9.03, 'ESRGAN': 1.7}"
196,17,7.15,2.41,8.08,"{'continuous integration': 6.36, 'Doc2Vec': 3.05, 'Kubeflow': 7.48, 'ci/cd': 2.22, 'git': 2.0, 'GitLab': 7.85, 'OWASP': 0.13, 'Dlib': 1.8, 'rust': 9.09, 'version control': 8.24}"
197,11,8.83,3.34,1.44,"{'Apache Flink': 0.62, 'asp.net': 7.98, 'tensorflow': 6.34, 'postgresql': 1.46, 'Alibi Detect': 0.62, 'chai': 9.37, 'css': 4.86, 'Librosa': 8.79, 'ruby': 3.71, 'U-Net': 5.92}"
198,11,5.05,3.74,6.24,"{'Docker': 2.81, 'JUnit': 7.78, 'WCAG': 1.47, 'kanban': 8.62, 'Adobe XD': 4.18, 'Logistic Regression': 1.99, 'Optuna': 1.91, 'bash': 8.74, 'asciidoc': 1.78, 'CNN': 9.27}"
199,15,2.1,9.04,7.63,"{'kotlin': 5.64, 'YOLO': 3.21, 'user manuals': 6.75, 'vue': 3.75, 'Hugging Face': 7.04, 'DALL-E': 8.64, 'ARIMA': 7.43, 'C++': 1.31, 'scikit-multilearn': 5.0, 'R': 8.97}"
200,12,0.15,7.29,5.85,"{'google cloud': 7.36, 'api': 2.4, 'LDA': 5.28, 'Figma': 1.14, 'DeepRecSys': 3.34, 'LightGBM': 5.98, 'postgresql': 8.62, 'data': 4.46, 'api documentation': 3.76, 'css': 3.67}"
201,18,5.29,5.46,1.49,"{'RAKE': 2.49, 'Keras': 7.7, 'StyleGAN': 2.74, 'OWASP': 4.07, 'RandomForest': 5.57, 'pytorch': 4.42, 'LIWC': 3.74, 'TensorFlow': 7.08, 'python': 7.66, 'DenseNet': 7.73}"
202,14,0.72,9.2,8.9,"{'BM25': 6.73, 'Slack': 7.85, 'CRNN': 3.24, 'nltk': 4.62, 'H2O.ai': 5.53, 'Show and Tell': 4.58, 'DenseNet': 0.36, 'StyleGAN': 0.57, 'FER (Facial Expression Recognition)': 7.36, 'NeuralStyle': 0.3}"
203,10,5.64,3.71,3.35,"{'RAKE': 6.61, 'BioBERT': 5.77, 'CNN': 6.75, 'google cloud': 8.65, 'chai': 9.47, 'Proximal Policy Optimization': 2.39, 'H2O.ai': 2.77, 'Recurrent Neural Networks (RNN)': 7.25, 'SQL': 9.01, 'microsoft project': 3.41}"
204,18,7.4,5.59,6.43,"{'flask': 0.66, 'NLTK': 2.29, 'YOLOv5': 5.23, 'StyleGAN': 0.74, 'GPT-3': 8.6, 'SQL': 3.8, 'OpenPose': 7.68, 'DeepSpeech': 0.65, 'BERT': 9.92, 'K-Means': 3.11}"
205,12,2.56,8.06,5.97,"{'StyleGAN': 1.08, 'C++': 1.42, 'version control': 3.5, 'elasticsearch': 1.84, 'pytest': 2.47, 'Tesseract': 7.92, 'jira': 8.02, 'SQL': 3.3, 'sass': 9.54, 'Recurrent Neural Networks (RNN)': 2.06}"
206,12,8.34,8.98,7.5,"{'PostgreSQL': 8.75, 'ci/cd': 1.73, 'python': 0.88, 'storage': 1.83, 'RandomForest': 3.14, 'jwt': 8.57, 'Kubernetes': 8.72, 'MarianMT': 5.85, 'Augmentor': 2.7, 'Trello': 4.41}"
207,6,7.22,5.01,3.8,"{'jquery': 5.56, 'testing library': 5.12, 'GPT-3': 4.97, 'asp.net': 6.56, 'readthedocs': 1.49, 'Slack': 2.94, 'Proximal Policy Optimization': 9.02, 'Kubernetes': 5.48, 'IsolationForest': 3.36, 'puppet': 3.88}"
208,17,7.73,9.61,1.52,"{'scikit-multilearn': 8.7, 'Keras': 2.54, 'Prometheus': 5.0, 'ESRGAN': 2.54, 'Selenium': 5.98, 'FastText': 2.74, 'jwt': 5.68, 'javascript': 5.45, 'AWS': 9.67, 'Doc2Vec': 8.23}"
209,12,6.22,3.38,3.45,"{'angular': 3.79, 'FeatureTools': 1.38, 'Praat': 4.05, 'BioBERT': 3.82, 'load balancing': 9.86, 'ARIMA': 5.75, 'DALL-E': 6.21, 'Isolation Forest': 2.59, 'DenseNet': 2.67, 'TextBlob': 6.29}"
210,7,1.37,7.0,4.64,"{'GPT-2': 6.2, 'c': 9.7, 'Kubeflow': 1.32, 'cypress': 8.44, 'Elasticsearch': 5.03, 'YOLOv5': 0.8, 'jquery': 0.69, 'Linear Regression': 6.38, 'BorutaPy': 0.45, 'user-friendly': 6.05}"
211,0,6.99,9.67,2.6,"{'PostgreSQL': 7.18, 'Rasa': 5.73, 'Optuna': 3.13, 'TextBlob': 7.57, 'MobileNet': 1.3, 'Supervisely': 3.27, 'elasticsearch': 8.97, 'JMeter': 4.14, 'puppet': 0.76, 'Faster R-CNN': 6.7}"
212,2,6.89,6.05,1.78,"{'Carla': 2.56, 'Dlib': 9.84, 'Prophet': 3.8, 'version control': 9.71, 'Transformer': 0.47, 'Tableau': 8.15, 'StyleGAN': 3.85, 'BERT': 0.23, 'continuous integration': 5.51, 'U-Net': 9.65}"
213,19,3.16,3.22,4.12,"{'Slack': 2.58, 'flask': 0.08, 'Tacotron': 3.41, 'Praat': 3.9, 'google cloud': 5.3, 'database': 6.19, 'OpenPose': 5.28, 'selenium': 8.52, 'RandomForest': 2.53, 'MarianMT': 1.01}"
214,17,6.73,2.89,0.68,"{'GPT-3': 0.74, 'flask': 3.29, 'RAKE': 0.45, 'SV2TTS': 7.38, 'ansible': 6.19, 'mongodb': 2.7, 'C++': 5.85, 'version control': 0.19, 'javascript': 7.65, 'Doc2Vec': 0.83}"
215,0,0.06,0.06,3.81,"{'jquery': 1.03, 'docker': 8.96, 'html': 2.4, 'SORT': 5.62, 'Matrix Factorization': 1.14, 'asp.net': 7.42, 'java': 8.71, 'Trello': 9.74, 'vue': 3.57, 'GPT-2 Fine-Tuning': 2.47}"
216,20,1.23,3.46,0.76,"{'chai': 4.94, 'Praat': 0.79, 'javascript': 3.8, 'ruby': 4.62, 'UX': 9.89, 'cypress': 6.53, 'MySQL': 8.54, 'Prophet': 9.98, 'RNN': 7.7, 'c': 8.86}"
217,5,5.55,1.67,8.18,"{'tensorflow': 8.73, 'technical writing': 9.77, 'IsolationForest': 6.56, 'RNN': 3.12, 'materialize': 4.14, 'AWS': 8.91, 'typescript': 0.34, 'YOLOv5': 9.11, 'prometheus': 8.31, 'PyTorch': 5.52}"
218,6,7.34,2.26,1.99,"{'asp.net': 7.21, 'SORT': 9.88, 'scikit-learn': 4.26, 'ARIMA': 3.88, 'JIRA': 1.71, 'load balancing': 8.95, 'nltk': 0.88, 'scrum': 8.3, 'GitLab': 4.87, 'microsoft project': 0.16}"
219,1,5.52,0.64,1.23,"{'MobileNet': 5.6, 'H2O.ai': 6.69, 'Isolation Forest': 3.47, 'data': 6.2, 'VADER': 1.36, 'PCA': 8.05, 'EfficientNet': 7.58, 'XGBoost': 7.73, 'Python': 2.98, 'RiskMatrix': 0.86}"
220,19,4.56,3.47,1.77,"{'Facebook Prophet': 3.84, 'CatBoost': 1.23, 'Polyglot': 5.42, 'SV2TTS': 2.53, 'Librosa': 4.71, 'Rasa': 4.41, 'Prometheus': 2.75, 'monitoring': 5.62, 'kanban': 4.7, 'Carla': 7.46}"
221,3,4.4,0.12,8.87,"{'python': 3.46, 'H2O.ai': 9.96, 'NLTK': 8.69, 'Supervisely': 2.0, 'OWASP': 3.21, 'SORT': 0.36, 'Adobe XD': 8.55, 'JUnit': 5.16, 'heroku': 7.96, 'Isolation Forest': 2.89}"
222,5,1.59,0.47,2.37,"{'git': 4.83, 'Figma': 1.45, 'apache spark': 7.54, 'readthedocs': 7.43, 'ruby': 7.2, 'EfficientNet': 3.41, 'ALS': 8.79, 'ADTK': 8.27, 'Logistic Regression': 0.82, 'MySQL': 2.64}"
223,14,5.8,3.74,2.18,"{'VADER': 0.03, 'Proximal Policy Optimization': 9.44, 'jwt': 7.15, 'heroku': 0.28, 'jest': 6.01, 'Carla': 9.24, 'server configuration': 5.51, 'Elasticsearch': 9.63, 'storage': 4.78, 'SV2TTS': 9.16}"
224,10,5.49,6.0,9.83,"{'NeuralStyle': 1.84, 'Xception': 3.53, 'YOLO': 4.74, 'Logistic Regression': 7.23, 'Carla': 9.38, 'azure': 5.48, 'elasticsearch': 8.77, 'Faster R-CNN': 5.39, 'TextBlob': 5.37, 'JMeter': 1.93}"
225,6,2.31,2.22,5.62,"{'Tacotron': 7.85, 'YOLOv5': 7.33, 'JUnit': 5.26, 'R': 5.38, 'MS Project': 6.18, 'Praat': 1.27, 'bootstrap': 0.28, 'C++': 6.05, 'OpenKE': 5.48, 'U-Net': 5.54}"
226,10,3.24,1.6,1.87,"{'nltk': 5.89, 'CNN': 0.17, 'LIWC': 9.75, 'YOLOv4': 1.35, 'ARIMA': 2.79, 'microsoft project': 0.05, 'tensorflow': 5.93, 'SQL': 8.51, 'react': 0.63, 'CatBoost': 1.07}"
227,3,5.07,0.84,9.29,"{'continuous deployment': 1.28, 'ruby': 0.99, 'Kubeflow': 2.18, 'Slack': 2.39, 'EfficientNet': 7.16, 'docker': 0.96, 'Dialogflow': 0.45, 'Sentence-BERT': 9.56, 'Faster R-CNN': 5.09, 'Selenium': 8.74}"
228,18,7.44,4.59,2.76,"{'kotlin': 7.68, 'Tableau': 8.87, 'Pandas': 2.32, 'DALL-E': 8.94, 'DQN': 4.82, 'DeepRecSys': 5.22, 'NeuralStyle': 4.22, 'user-friendly': 4.18, 'git': 1.51, 'SQL': 4.04}"
229,9,2.54,1.72,5.4,"{'TensorFlow': 6.2, 'RAKE': 8.49, 'html': 0.18, 'BioBERT': 9.73, 'typescript': 3.57, 'java': 4.69, 'FastText': 7.6, 'Sentence-BERT': 3.62, 'JIRA': 6.82, 'ADTK': 9.5}"
230,7,5.68,2.0,5.64,"{'Rasa': 1.23, 'selenium': 3.73, 'materialize': 7.51, 'SORT': 9.51, 'BioBERT': 1.97, 'BERT': 9.03, 'ADTK': 5.38, 'Polyglot': 1.57, 'storage': 6.75, 'SQL': 6.31}"
231,13,5.39,9.85,4.88,"{'mocha': 3.29, 'Doc2Vec': 6.01, 'CatBoost': 1.61, 'cassandra': 2.71, 'heroku': 1.53, 'kubernetes': 0.9, 'WCAG': 2.68, 'Zero-shot BERT': 1.13, 'Cleverhans': 6.41, 'LIWC': 1.14}"
232,9,1.49,3.82,6.7,"{'UI': 7.01, 'pytorch': 5.61, 'Faster R-CNN': 8.69, 'U-Net': 0.29, 'mysql': 7.03, 'chai': 9.58, 'scala': 1.17, 'Alibi Detect': 1.06, 'microsoft project': 5.86, 'IsolationForest': 9.65}"
233,16,9.38,3.37,5.03,"{'continuous integration': 6.17, 'rust': 9.99, 'pytest': 1.71, 'html': 2.3, 'C++': 6.05, 'Carla': 9.4, 'kanban': 4.21, 'PyCaret': 0.77, 'readthedocs': 6.63, 'Tesseract': 1.54}"
234,12,8.66,8.89,6.63,"{'VADER': 1.93, 'Tacotron': 8.56, 'WCAG': 4.83, 'JIRA': 2.31, 'YOLO': 9.41, 'aria': 1.37, 'U-Net': 3.33, 'ruby': 9.12, 'Matrix Factorization': 2.25, 'python': 5.28}"
235,11,6.24,0.5,8.9,"{'continuous integration': 0.72, 'aws': 9.77, 'Slack': 1.9, 'heroku': 2.76, 'YOLOv5': 6.53, 'Tableau': 6.51, 'Logistic Regression': 7.36, 'TensorFlow Lite': 3.7, 'kubernetes': 8.36, 'spring boot': 5.89}"
236,1,0.94,2.83,9.19,"{'cassandra': 7.11, 'database': 1.37, 'MobileNet': 3.81, 'Elasticsearch': 5.14, 'BERT': 3.79, 'DeOldify': 7.72, 'kotlin': 9.12, 'ansible': 8.5, 'OpenKE': 5.5, 'terraform': 6.43}"
237,1,1.88,4.96,0.26,"{'Jenkins': 2.63, 'tensorflow': 6.14, 'JMeter': 3.13, 'Rasa': 5.07, 'technical writing': 6.41, 'Apache Flink': 8.1, 'collaboration tools': 7.5, 'Facebook Prophet': 2.67, 'FaceNet': 9.31, 'SORT': 3.09}"
238,13,4.07,9.05,8.65,"{'flask': 3.93, 'CNN': 8.01, 'BM25': 3.53, 'DeepSpeech': 8.4, 'MySQL': 8.79, 'postgresql': 3.91, 'ci/cd': 3.35, 'ARIMA': 2.74, 'Matrix Factorization': 4.6, 'Docker': 8.98}"
239,6,2.83,2.4,2.6,"{'scikit-learn': 6.42, 'Isolation Forest': 0.61, 'asp.net': 5.33, 'continuous integration': 5.9, 'storage': 6.74, 'junit': 5.71, 'Dlib': 5.02, 'OpenCV': 5.28, 'AWS': 5.95, 'react': 9.64}"
240,2,6.17,7.56,5.86,"{'BioBERT': 8.45, 'apache spark': 8.47, 'OWASP': 5.84, 'Apache Spark': 8.03, 'Rasa': 7.05, 'c': 0.18, 'DenseNet': 5.55, 'scrum': 2.12, 'php': 8.63, 'UX': 6.26}"
241,4,3.48,5.4,2.23,"{'LIWC': 0.87, 'NLTK': 3.54, 'chai': 0.97, 'H2O.ai': 1.64, 'database': 0.17, 'spring boot': 8.0, 'Augmentor': 2.7, 'StyleGAN': 0.67, 'UI': 6.84, 'TensorFlow': 8.53}"
242,8,6.36,3.86,6.23,"{'jenkins': 0.34, 'Kubeflow': 5.86, 'NetworkX': 3.48, 'server configuration': 5.28, 'Zero-shot BERT': 6.81, 'Supervisely': 3.44, 'postgresql': 8.69, 'rust': 0.75, 'ansible': 0.73, 'YOLOv4': 0.83}"
243,3,1.31,3.07,8.64,"{'server configuration': 6.57, 'Kubernetes': 8.25, 'Stable Baselines': 1.03, 'DALL-E': 1.67, 'Proximal Policy Optimization': 6.2, 'oracle': 3.1, 'TensorFlow-GAN': 4.1, 'materialize': 7.54, 'php': 4.93, 'UI': 7.42}"
244,4,8.07,4.22,2.43,"{'UX': 7.92, 'Sketch': 3.75, 'Carla': 7.1, 'LightGBM': 4.32, 'Optuna': 9.3, 'microsoft project': 2.89, 'PyCaret': 5.82, 'Apache Spark': 6.36, 'node.js': 2.64, 'Prometheus': 8.19}"
245,2,2.6,8.16,1.6,"{'user manuals': 4.86, 'junit': 4.43, 'mongoDB': 6.28, 'Rasa': 5.49, 'asciidoc': 7.75, 'jira': 7.1, 'Ansible': 1.99, 'MarianMT': 6.18, 'FER (Facial Expression Recognition)': 8.13, 'Cleverhans': 2.33}"
246,17,1.67,7.76,4.8,"{'AWS': 8.57, 'GPT-3': 2.82, 'CatBoost': 6.24, 'UI': 5.31, 'version control': 1.94, 'testing library': 7.75, 'TensorFlow': 4.68, 'RandomForest': 0.02, 'Dialogflow': 2.3, 'selenium': 2.47}"
247,1,1.72,1.89,3.11,"{'Recurrent Neural Networks (RNN)': 8.64, 'ansible': 0.22, 'MarianMT': 9.23, 'XGBoost': 5.83, 'Xception': 8.7, 'Doc2Vec': 4.25, 'react': 6.78, 'vue': 4.76, 'Apache Spark': 2.9, 'FeatureTools': 5.59}"
248,3,2.6,4.65,5.24,"{'FastText': 5.93, 'go': 9.28, 'jquery': 5.55, 'DenseNet': 7.78, 'ADTK': 5.42, 'Proximal Policy Optimization': 4.09, 'JIRA': 2.73, 'Supervisely': 4.67, 'cypress': 8.96, 'jira': 6.06}"
249,9,3.36,2.24,3.28,"{'ci/cd': 7.46, 'scikit-learn': 4.44, 'BERT': 3.27, 'MySQL': 3.92, 'Praat': 5.92, 'OpenKE': 1.67, 'Rasa': 0.82, 'kubernetes': 2.55, 'SQL': 7.79, 'aria': 2.08}"
250,17,7.02,5.65,7.24,"{'c': 1.42, 'Xception': 1.92, 'VADER': 1.74, 'JUnit': 2.3, 'api': 3.2, 'Dlib': 5.89, 'OpenPose': 8.75, 'prometheus': 1.48, 'readthedocs': 4.73, 'Sketch': 5.53}"
251,15,5.31,7.59,7.97,"{'H2O.ai': 3.99, 'GPT-2': 8.43, 'api': 9.34, 'K-Means': 5.67, 'redis': 0.16, 'TensorFlow': 2.11, 'GPT-3': 7.03, 'confluence': 9.97, 'postgresql': 3.8, 'selenium': 6.84}"
252,5,6.2,8.74,1.36,"{'selenium': 7.87, 'Apache Flink': 1.48, 'Apache Spark': 2.13, 'Augmentor': 7.87, 'pytorch': 6.64, 'html': 3.4, 'Prometheus': 8.73, 'kanban': 4.69, 'BioBERT': 0.68, 'LightGBM': 1.28}"
253,1,4.56,0.56,0.24,"{'Transformer': 8.07, 'continuous integration': 0.65, 'LSTM': 0.05, 'Prometheus': 9.71, 'Adobe XD': 6.14, 'Facebook Prophet': 2.62, 'BERT': 6.68, 'GPT-3': 2.56, 'junit': 2.15, 'api': 6.21}"
254,8,4.32,8.62,2.06,"{'Alibi Detect': 5.02, 'google cloud': 3.12, 'Isolation Forest': 9.09, 'vue': 1.06, 'mocha': 4.99, 'Optuna': 9.81, 'database': 1.7, 'YOLO': 9.57, 'Kubernetes': 8.37, 'postgresql': 5.91}"
255,20,6.79,9.34,6.79,"{'JWT': 1.28, 'sql': 6.58, 'Logistic Regression': 3.29, 'ALS': 9.83, 'vue': 3.67, 'firebase': 4.21, 'Trello': 6.34, 'node.js': 2.43, 'microsoft project': 3.7, 'database': 3.44}"
256,16,7.74,9.66,8.35,"{'CNN': 6.16, 'redis': 9.21, 'html': 7.99, 'css': 3.63, 'mysql': 5.53, 'elasticsearch': 9.48, 'PostgreSQL': 2.86, 'BorutaPy': 0.42, 'Cleverhans': 5.05, 'laravel': 2.41}"
257,6,7.32,3.29,7.19,"{'DenseNet': 0.06, 'PyCaret': 3.65, 'terraform': 7.22, 'ruby': 3.98, 'RNN': 4.03, 'FER (Facial Expression Recognition)': 5.12, 'TextBlob': 2.67, 'RandomForest': 7.28, 'api documentation': 8.59, 'server configuration': 8.1}"
258,20,3.36,2.4,1.12,"{'Ansible': 9.33, 'kanban': 4.01, 'OpenPose': 6.26, 'asciidoc': 0.95, 'H2O.ai': 8.67, 'Optuna': 3.05, 'aria': 8.58, 'MS Project': 7.28, 'DeepRecSys': 2.96, 'ansible': 8.6}"
259,10,5.7,4.76,0.95,"{'OpenCV': 6.24, 'asp.net': 4.3, 'selenium': 8.38, 'spaCy': 0.89, 'JIRA': 2.63, 'spring boot': 0.2, 'Trello': 0.54, 'google cloud': 3.68, 'trello': 5.84, 'MS Project': 9.44}"
260,19,8.83,9.35,7.24,"{'UX': 0.4, 'html': 8.68, 'JUnit': 6.02, 'selenium': 4.57, 'Matrix Factorization': 9.08, 'TensorFlow': 9.19, 'gsap': 6.38, 'storage': 4.76, 'javascript': 7.75, 'GPT-2 Fine-Tuning': 7.21}"
261,4,7.25,1.88,4.32,"{'technical writing': 6.8, 'jenkins': 5.89, 'scrum': 6.65, 'mongodb': 8.83, 'Apache Spark': 7.35, 'Optuna': 3.37, 'WCAG': 9.87, 'mysql': 4.38, 'LIWC': 7.75, 'django': 9.82}"
262,18,4.67,9.73,4.89,"{'DeepSpeech': 7.89, 'CatBoost': 9.37, 'DALL-E': 1.5, 'Tableau': 0.57, 'Facebook Prophet': 4.24, 'python': 5.25, 'Show and Tell': 8.24, 'Cleverhans': 2.93, 'JWT': 6.67, 'MarianMT': 8.43}"
263,8,4.88,4.53,9.34,"{'laravel': 3.78, 'Collaborative Filtering': 6.52, 'K-Means': 4.36, 'BM25': 2.29, 'XGBoost': 0.85, 'ESRGAN': 7.15, 'UserTesting': 5.69, 'docker': 9.87, 'tensorflow': 8.14, 'version control': 2.0}"
264,6,0.53,1.99,9.38,"{'Python': 4.22, 'nltk': 4.88, 'jenkins': 8.77, 'OpenKE': 0.53, 'mongoDB': 1.96, 'UI': 1.88, 'FastText': 2.92, 'typescript': 6.57, 'FaceNet': 8.18, 'bootstrap': 5.5}"
265,6,2.14,7.77,4.4,"{'K-Means': 3.65, 'azure': 4.5, 'asp.net': 8.14, 'ansible': 6.28, 'PyTorch': 4.27, 'SQL': 1.31, 'ALS': 6.41, 'YOLOv4': 1.75, 'rust': 6.18, 'YOLO': 0.01}"
266,18,7.64,6.34,1.66,"{'Jenkins': 7.79, 'nltk': 2.32, 'asp.net': 5.63, 'UI': 9.94, 'spring boot': 9.74, 'CRNN': 0.34, 'continuous deployment': 3.79, 'jest': 8.55, 'OWASP': 4.39, 'laravel': 0.19}"
267,20,7.9,7.39,1.23,"{'node.js': 8.22, 'Augmentor': 7.87, 'ansible': 2.94, 'Prometheus': 7.11, 'Rasa': 1.25, 'XGBoost': 4.38, 'api': 4.63, 'GPT-2 Fine-Tuning': 9.16, 'selenium': 2.81, 'laravel': 0.12}"
268,12,1.21,6.11,7.31,"{'aws': 4.26, 'webpack': 9.33, 'JIRA': 7.34, 'Xception': 7.22, 'version control': 8.52, 'Prometheus': 1.7, 'vue': 0.42, 'Tacotron': 4.67, 'Proximal Policy Optimization': 0.92, 'collaboration tools': 3.92}"
269,16,8.07,9.82,7.34,"{'aws': 9.53, 'kubernetes': 6.35, 'RiskMatrix': 7.55, 'StyleGAN': 3.99, 'CNN': 0.7, 'JWT': 5.72, 'Wave-U-Net': 4.74, 'Stable Baselines': 7.34, 'YOLO': 5.63, 'ci/cd': 6.86}"
270,12,1.9,1.98,3.62,"{'Zero-shot BERT': 3.0, 'ARIMA': 4.13, 'firebase': 8.94, 'api documentation': 9.83, 'FastText': 2.87, 'Dialogflow': 9.85, 'ansible': 8.74, 'sqlite': 3.48, 'junit': 5.1, 'BorutaPy': 9.34}"
271,15,7.12,7.43,4.74,"{'api': 5.92, 'Faster R-CNN': 8.7, 'user-friendly': 8.4, 'heroku': 2.74, 'Carla': 4.11, 'RiskMatrix': 4.08, 'NLTK': 0.9, 'Selenium': 8.45, 'MarianMT': 6.15, 'MS Project': 2.24}"
272,1,4.88,2.0,1.53,"{'UX': 2.99, 'SpaCy': 4.54, 'Stable Baselines': 6.29, 'SQL': 2.63, 'css': 7.24, 'SV2TTS': 2.99, 'LDA': 6.2, 'bootstrap': 9.67, 'PCA': 8.12, 'oracle': 8.58}"
273,20,4.0,7.75,7.52,"{'Dialogflow': 6.44, 'Apache Flink': 1.48, 'Cleverhans': 4.1, 'MLflow': 8.01, 'RiskMatrix': 8.25, 'Zero-shot BERT': 1.64, 'OpenKE': 8.3, 'JIRA': 9.54, 'Optuna': 0.06, 'jwt': 2.97}"
274,10,5.63,7.68,6.47,"{'CRNN': 0.44, 'flask': 3.05, 'Python': 9.08, 'postgresql': 7.69, 'mongodb': 7.07, 'SV2TTS': 6.35, 'Figma': 6.51, 'php': 6.35, 'version control': 1.84, 'mongoDB': 5.81}"
275,7,0.26,6.47,1.7,"{'ARIMA': 9.59, 'sass': 8.6, 'LSTM': 8.8, 'Selenium': 1.13, 'database': 6.76, 'redux': 9.1, 'oracle': 9.04, 'collaboration tools': 8.03, 'trello': 4.31, 'H2O.ai': 6.79}"
276,13,4.37,5.69,1.66,"{'Tesseract': 8.94, 'Ansible': 6.02, 'OWASP': 0.96, 'AWS': 3.87, 'MarianMT': 2.53, 'BioBERT': 8.48, 'angular': 6.35, 'RiskMatrix': 3.51, 'Collaborative Filtering': 8.39, 'sass': 0.22}"
277,14,3.2,5.93,7.48,"{'NetworkX': 3.01, 'Selenium': 0.26, 'JUnit': 5.46, 'Augmentor': 0.56, 'jenkins': 7.31, 'Adobe XD': 1.57, 'testing library': 6.41, 'R': 2.68, 'C++': 5.71, 'Kubeflow': 6.17}"
278,9,5.7,4.41,9.63,"{'django': 3.66, 'angular': 5.29, 'mongoDB': 4.54, 'Polyglot': 0.33, 'continuous deployment': 0.39, 'Faster R-CNN': 9.11, 'redis': 1.49, 'ALS': 5.37, 'GPT-2 Fine-Tuning': 3.08, 'go': 2.63}"
279,15,2.08,6.88,8.67,"{'JMeter': 2.06, 'Figma': 0.26, 'Jenkins': 0.38, 'ADTK': 9.07, 'OpenPose': 9.28, 'SORT': 3.81, 'api documentation': 5.82, 'kubernetes': 5.69, 'NeuralStyle': 3.87, 'PyCaret': 4.57}"
280,10,2.46,9.05,3.85,"{'nltk': 5.99, 'apache spark': 9.97, 'SV2TTS': 7.09, 'scikit-learn': 5.06, 'RAKE': 9.14, 'MLflow': 2.08, 'Librosa': 0.92, 'asciidoc': 5.42, 'StyleGAN': 3.1, 'LightGBM': 9.11}"
281,16,2.05,6.4,2.57,"{'postgresql': 9.0, 'Librosa': 2.38, 'ansible': 0.04, 'api documentation': 8.54, 'Apache Flink': 6.97, 'elasticsearch': 9.86, 'docker': 6.24, 'DALL-E': 8.39, 'chai': 9.15, 'TensorFlow': 5.52}"
282,0,2.49,2.32,3.64,"{'GPT-3': 5.09, 'FaceNet': 4.79, 'server configuration': 2.84, 'DenseNet': 5.92, 'Matrix Factorization': 3.31, 'PyCaret': 2.47, 'react': 9.18, 'node.js': 1.51, 'OWASP': 6.94, 'data': 0.02}"
283,15,7.49,7.02,6.19,"{'DenseNet': 2.21, 'Carla': 3.32, 'Prophet': 0.86, 'kubernetes': 1.01, 'Zero-shot BERT': 9.06, 'typescript': 1.69, 'CatBoost': 1.39, 'sphinx': 7.41, 'elasticsearch': 2.91, 'go': 7.96}"
284,0,1.87,0.95,7.84,"{'Zero-shot BERT': 7.75, 'server configuration': 9.4, 'Doc2Vec': 4.32, 'Elasticsearch': 4.43, 'MS Project': 4.33, 'google cloud': 4.21, 'H2O.ai': 4.9, 'bash': 1.2, 'GPT-3': 9.92, 'R': 1.87}"
285,15,2.65,6.65,5.26,"{'Kubeflow': 1.53, 'MarianMT': 8.47, 'Isolation Forest': 8.8, 'django': 6.91, 'Dialogflow': 2.51, 'Transformer': 5.92, 'FER (Facial Expression Recognition)': 2.13, 'confluence': 8.97, 'XGBoost': 6.97, 'YOLOv4': 3.46}"
286,12,0.9,2.7,7.19,"{'BM25': 4.85, 'PCA': 3.91, 'mongodb': 0.91, 'ci/cd': 2.51, 'SV2TTS': 8.55, 'ARIMA': 2.38, 'vue': 1.91, 'python': 6.2, 'mocha': 1.12, 'Alibi Detect': 3.4}"
287,10,1.52,8.7,9.53,"{'Recurrent Neural Networks (RNN)': 5.01, 'jquery': 4.15, 'redux': 4.98, 'kanban': 5.67, 'BorutaPy': 2.45, 'AWS': 1.32, 'OpenCV': 0.64, 'MarianMT': 0.9, 'junit': 0.87, 'RAKE': 7.15}"
288,15,3.25,4.05,5.32,"{'PyTorch': 2.04, 'django': 5.45, 'redis': 8.55, 'MLflow': 0.15, 'markdown': 4.72, 'Cleverhans': 2.97, 'DALL-E': 1.04, 'YOLOv4': 1.02, 'selenium': 0.72, 'terraform': 5.65}"
289,9,5.36,9.12,5.06,"{'api': 7.7, 'Tacotron': 8.8, 'laravel': 7.3, 'MobileNet': 6.59, 'BERT': 1.54, 'storage': 9.37, 'PostgreSQL': 0.07, 'LDA': 3.02, 'YOLO': 2.19, 'Matrix Factorization': 9.85}"
290,4,3.85,3.47,0.07,"{'OWASP': 5.27, 'FER (Facial Expression Recognition)': 1.92, 'JWT': 5.03, 'apache spark': 2.97, 'chai': 3.52, 'markdown': 3.97, 'kanban': 0.61, 'mysql': 8.84, 'VADER': 1.21, 'FastText': 1.14}"
291,1,3.32,1.47,7.25,"{'Tableau': 8.61, 'DQN': 1.28, 'Prometheus': 1.93, 'terraform': 5.62, 'U-Net': 9.44, 'php': 0.5, 'load balancing': 8.42, 'java': 8.96, 'PCA': 1.71, 'TensorFlow': 0.96}"
292,18,6.6,0.24,6.24,"{'ember.js': 5.29, 'PyTorch': 0.26, 'agile': 4.51, 'mongodb': 3.16, 'NLTK': 2.58, 'gsap': 8.3, 'EfficientNet': 9.38, 'Figma': 3.78, 'Isolation Forest': 3.61, 'LSTM': 7.46}"
